COMZONE,occ2_cleric,occ2_constr,occ2_exec,occ2_farmer,occ2_finsales,occ2_mechanic,occ2_mgmtrel,occ2_mining,occ2_operator,occ2_otheragr,occ2_product,occ2_prof,occ2_retsales,occ2_tech,occ2_transp,occ3_beauty,occ3_child,occ3_clean,occ3_food,occ3_janitor,occ3_others,occ3_protect,occ3_recreation,occ3_shealth
"Bernalillo County, NM",0.6222717560955505,0.6239184400891613,0.7144486837300337,52.34851411255337,0.8884474761472115,0.8925097235318684,1.088909752303971,19.263672085919513,0.7548538825529361,0.9339875790744644,0.8052714185476687,0.7932810186182925,0.9400478039228973,0.5479422018477588,0.883724331729741,1.1919501911547956,0.7504956574333417,0.7391047261505611,0.5276408156268415,0.7208890783932451,0.2730413506760064,0.7201588572524772,0.4117132627447914,0.991963015284885
"Bexar County, TX",0.9420717842627397,1.2370865803517006,1.0100820387997858,1.1917222621270092,0.9682532156679204,1.1621393312380122,0.9350687577518694,0.5636102540806809,1.1331271518626826,1.0051000915950923,1.2833380300635435,0.9678910873164756,0.9743400446811988,0.989744630538636,0.996861608611894,0.6523379766946437,0.7331254899839286,1.1733036924407707,0.9788973962373615,1.2244158245772168,0.9638077649223635,0.8907384496722743,1.213856236361806,1.2611162878772268
"Bibb County, GA",0.7137152790543031,0.8463276477073556,0.7751668978289681,2.213363978506735,0.8637126658620599,0.5979762595310432,0.544518311475136,773.6896505487521,0.6864350457153462,0.6395140317982302,0.7448032713997463,0.4255743217306792,0.6703174353957259,0.9384247199250223,0.8374278254371379,1.1582745225916509,0.7154357405138261,0.9996733633230402,0.5272495956325897,0.4462469268991688,0.401950877467925,1.734763474120055,0.5827776332398603,0.7638607209210971
"Black Hawk County, IA",1.3755883510305351,0.7734318349231561,1.2381308543389211,0.6696359509118482,1.1941536438674378,1.059837825732409,1.2152948904916543,,0.6700375026756982,0.8922940681329957,0.9993149121069341,1.1397615636621876,1.8335852146051554,1.4454966596903276,1.1336677750878845,0.26632112857834467,1.3631268527451617,0.6191684077906162,1.9817607429477722,0.8502776833000589,0.9726464344092959,1.4013174030670126,0.8732208672280796,0.7990925311181527
"Bonneville County, ID",1.1890392700051422,0.730061356122584,1.0187657281786955,0.1720704402671272,1.2278437158831161,1.037040132033177,1.3122584861851256,0.4503340961543579,1.2511444962297946,1.263157108728413,1.0736172242034816,1.0225487726684976,0.6646698567820886,0.7146145106116113,0.9479216294200337,2.2908866104495353,0.5692957329646195,2.0125452964631845,1.2434635237141003,2.366705495241214,2.3191133394428793,0.6913560608311602,0.6817050477080393,1.3241514669175072
"Boone County, MO",0.6884419078220534,0.7285334123726814,0.7856259610696847,7.986758168929361,0.6841443824395432,0.7581075699257531,0.6153910823476466,,0.7892019848945215,0.9703059149860079,0.7995534633575335,0.8183735245802389,1.0543897308900219,0.9765222148013599,0.9051333926293661,1.1151123212048764,1.2686981581882686,1.5833785549912183,1.086622176814324,0.8414131559507931,1.3752065878694362,0.8095221681006656,1.1190174168097964,0.8355879665806619
"Brazoria County, TX",0.9239322211090484,0.8513262157992348,0.9121948366008651,2.600368654436995,1.2394369643469512,0.8159999932275555,0.9445863207991282,0.8934119063934498,0.3223080394998373,1.183917672971427,0.545743814715624,1.0167430386486238,0.9906212661193152,0.8166505918462886,0.9008932629306288,1.4007087717697784,0.38033712354577853,2.4543490059270314,1.2252128514029919,1.0386115196497891,1.4966669820975003,1.1385394839785807,0.8411070892520783,1.7064017588872067
"Brazos County, TX",1.0862049397661317,1.03706563618228,0.8652361420825988,0.5732360179545627,0.5877019960614592,1.0345440876794059,0.8202341692763693,0.529693814919103,1.0719552801056482,1.450503583942215,1.5309267808964033,0.7360762167335403,1.6234841601005159,1.5652912727042292,1.2505371218427568,0.18353593167601662,2.773673832024362,0.6234419226467653,1.0396584051963154,0.7677214993520493,2.703749626140734,1.3243738713812052,1.9062039725257267,0.7037511759314575
"Brown County, WI",1.0129578659583445,0.7125464051187511,0.966970134725232,2.0246174451528645,1.0045492537263294,0.9370904236719813,0.986090059967759,0.23771184529242165,0.950779030427455,0.797432836564875,0.9631034406001642,1.135016393462788,1.1035996952004037,1.144616639343102,0.8725640995525218,0.8184727810962505,1.842407649196201,0.6032256206693509,1.4540475848050134,1.216994928134599,1.3137367723694233,1.029594462036855,1.3494018320787111,1.1949467684013855
"Buncombe County, NC",1.0317207237037518,1.4117190777772268,1.220405331051371,0.47273849383301253,1.1788801735912846,1.2813512736884982,0.888661439568443,0.6312078714998491,0.9944016808317001,1.2865613837249972,1.3488460265754054,1.1564357504973413,0.857898486941893,0.9430560469562179,1.2314018261946034,1.8235638839317354,1.0937012062242581,1.2190579908854737,0.5723603865763792,1.1267247636991111,0.41962999265528383,1.5108534980444275,1.1010468242081282,0.6454198674541091
"Butte County, CA",1.1060597928253006,0.830627245624738,1.0193122055536161,0.15055853254304757,1.456583880769591,1.1813779055859113,0.7647035541730263,1.3172020256205226,0.9493155829798827,0.6653725148076909,0.7591208098265129,0.9443064848955416,1.3960372643846046,1.116309206872722,1.020920071854553,6.7365302731166565,1.248336416571336,1.0053432216577962,0.9109945806443294,0.9376484917994403,1.6920961842167506,0.679736555366465,0.9278464809139422,0.7370217017221814
"Caddo Parish, LA",1.337868277915901,0.9366742470828181,1.2938374525619978,0.43855957334742224,1.2922969562324087,1.3788096635203855,1.3113166090718809,0.7756223687362056,1.071190033247762,1.3738764251366349,0.7976237953192394,0.9026055880105418,1.0734253727365515,1.3508566966617452,0.9000798004566922,1.5661843156108488,0.7741690503864482,0.6420175157286774,0.8137364335250051,0.8588759867946721,0.6332541418728531,1.707119429544003,0.59040620964009,1.6160698238633624
"Calhoun County, AL",0.8648946505514121,1.0867799301814096,1.0227244620999374,4.309312623356198,1.1515271601306805,0.7869871957188541,0.8973101980838543,2.263334417876508,0.6607987897410195,0.9491893842793939,0.7045359511364143,0.752193577499878,1.4553871698385386,0.9839668588773571,0.7370370199936122,1.715292451963667,0.698161163997241,1.321909309368869,1.0675208841555257,1.038008674722207,0.14995197177326033,0.9672898304905413,1.161196292216305,1.265332937067425
"Cambria County, PA",1.0138080560374878,0.6075956748661022,1.4014473384170023,1.90516088452231,1.398887350416956,0.9563974577849447,1.4734401274095257,0.4925463904745598,0.7950825453529358,0.8470674396871385,0.7274257080491253,1.0027080590375343,2.008399296157829,1.3190725149793898,0.6979016377695431,1.270920252296014,0.5066089719950372,0.9705173453243174,1.3841874999290096,0.5699513187241878,1.4276316028583536,0.8646599024882392,1.8310417975910724,0.6187670167197754
"Carbon County, UT",1.3719516378145877,0.9957636052968956,1.456198689316124,5.036414383108066,1.0807069246857148,1.5801620609047695,1.6460891591543947,0.13161388493660578,1.0929941382968502,0.8153963837338619,1.27218222922968,1.041148292516802,1.6005273784888805,1.2677752757020666,0.7045738866022675,1.9958393881847696,2.2073536793576576,0.7148489551696438,1.6069310789361524,0.885262518850098,0.07750261492453801,1.1577002254412894,0.5977873674217493,0.6652385925180924
"Carroll County, GA",0.7833646050204236,1.047933157093861,0.9380825313385189,34.6365219327068,1.0196831528821397,0.49571579864500154,0.8665870119217834,0.3564653727221467,0.9789099061427173,1.7565643926158792,0.7467170685379868,1.223771137552173,0.7783277259448312,0.5000022392745637,0.7997248482202729,0.5646923931920323,2.389727000576112,0.8025279794606844,1.0288203203504254,1.0794932481129977,1.0612403112677438,0.8060442049215566,0.7416483562311087,0.6434443407168957
"Cass County, ND",0.7378291851669113,0.7633637380997051,0.8786151894152694,1.4148843824926085,0.7688191152343822,0.7612202753609864,1.089998090736935,0.6517114393071477,0.9255607508208397,0.6587294786580622,0.9074118085948539,0.9699295251502651,0.6782321430907183,1.082114433107498,0.8902845700174914,0.7275047546005613,1.3343365119418695,0.8122190576804332,0.9507212208088432,1.53730141947011,2.6434587450102107,1.0868417350727457,2.2890498690472074,1.2928842588068257
"Catawba County, NC",0.7676878620176337,0.8739829043240315,0.6207973276666001,11.051402393359524,0.8314581040955963,0.9975407416690235,1.2967627259562262,0.45137473863515465,0.9455712667388103,0.5179333690175941,0.858884464161258,0.9153117068923936,0.6543021991826038,0.9112486971888282,1.00329662030791,4.792055726377405,0.6338902076792218,0.2804904684993212,1.0770171541907811,1.054897629703252,1.6831907422944934,1.6259500121522072,0.7577884524934183,0.9677971721451734
"Centre County, PA",0.9381771053567768,0.8762892299442552,0.6703580124930267,3.6521014058231187,1.16185789161685,1.1026586514279983,1.1441656112649012,1.0325997969858682,1.4458790247579065,0.6833081553455377,1.1738376953745902,0.7946419442048069,1.6451853390126392,1.1455687072774172,0.6973560865162668,0.2919255319659649,1.2896600137051202,0.24390326317049438,1.9147516385291414,0.661374997040129,2.070540163808471,1.1849748784848437,1.5927992426734874,0.5963557041130814
"Champaign County, IL",0.8906839428843251,0.6846063115270317,1.065389374292271,0.4915628237413966,0.7682700811819413,0.92539278179922,0.8675808215332408,1.675221324424991,0.959201912754538,0.7115716411251661,0.7442798817367088,1.1702394112678278,1.1432269348949615,1.039090628835543,0.8707550782499835,0.9084711984654161,1.3765911243519657,1.2555553019668846,1.501679838046087,0.7360005776238544,1.0853986320643259,1.0821528638409417,2.124699026250248,1.1379458111861107
"Chatham County, GA",1.076507768333799,1.2640164673181633,1.3508918687793605,0.3901065746851736,0.8702335212214057,1.2899199501257923,1.0947771560339654,0.2975081446609701,1.024938441343717,0.9731531511016761,0.8860719320784864,0.9362000910008531,1.376477176686232,1.2362494632827425,0.9495517083269185,0.8797108018070108,0.8973629676173842,1.1914917791411448,0.7580248503013323,1.0152955286548435,1.9159382413245496,1.5469605928801833,1.06888609906325,1.2440146180703648
"Clark County, NV",1.456487715223753,1.1025123778036443,1.3944227444153163,0.4239682465687579,1.5318005992394141,1.4922813005261937,1.6591803612074647,0.7904890895660096,1.7828766328942744,0.9196991914716091,1.8432541231078006,1.378436334469645,1.2987688241033601,1.1698844734414282,1.437642506609287,0.989022503536366,0.9450406533067978,0.41784298758537025,0.3794476721990901,1.0218409428822606,0.2641132981058122,1.3679098740356417,0.6707610165272007,1.0520931588935183
"Clarke County, GA",1.3883446475336974,1.675804812875153,0.8730197496278643,0.34272383832723907,0.6549881610315551,1.1301373412007876,0.8979865866750328,,1.0828468298911034,0.6909611789475539,1.412262715459936,0.8337457137224935,1.5555160855102768,0.794155167659519,0.9923568669836911,0.27957054402519776,2.3113521847559406,1.4535597209118387,0.900333611034829,0.613630931698236,2.2409671796702426,2.8854638297183466,1.0917590510933595,0.5462353200929307
"Coconino County, AZ",1.3144275478926053,0.8651116518407057,1.3202822232911893,0.7581586520099839,1.2835742607116847,1.1286229930126677,1.3611477243469927,0.9857949096766373,0.672831440967668,0.8045432683581959,1.2026742254134908,1.2303440743998268,1.3946224965295213,0.9353166016631067,0.9652277145436885,0.8789048270326278,0.7314397837552782,1.1434074152188467,0.8101813858971598,1.0648933791412138,0.8995568410175098,0.8873968080256964,0.8824944649145438,1.003133984955183
